Gene Symbol	Pearson	Spearman
RPL4	0.071851079	0.088338734
TSPAN10	0.251878363	0.088674245
PCCB	0.118053506	0.088939857
RPL21	0.092501941	0.0891013
NFKBIA	0.125770128	0.089502663
HEMGN	0.492700426	0.089614331
ACTR10	0.091606621	0.089695373
RPS20	0.118272704	0.08998113
MED4	0.081171692	0.090098158
MRPL49	0.138286538	0.090235397
GTF2H4	0.117104674	0.090337385
RPL26	0.090888396	0.090347725
MUS81	0.058689603	0.09037989
EIF3K	0.095948371	0.090949788
PPP4R4	0.063821691	0.091234167
USH2A	0.056607543	0.091285602
SF3A1	0.145648445	0.091364558
COG8	0.124755822	0.091395813
PMPCB	0.10398651	0.091688384
ZNF469	0.114957873	0.091847265
MYH3	0.147447538	0.091900505
CD93	0.316184711	0.092201501
HBA1	0.115471126	0.092266119
MT-ND5	0.164038061	0.09252695
HIST2H2AA3	0.092258507	0.092636218
ACTR6	0.064807528	0.09303888
PLEKHM3	0.109993563	0.093372037
ITIH2	0.350362525	0.093380242
HIST1H2BM	0.126649509	0.09368914
TOMM5	0.092973484	0.09370278
AATF	0.100160368	0.094024961
PPP4C	0.102615054	0.09417489
MRPS15	0.110443221	0.094302963
ACTN2	0.251767101	0.094452422
AAAS	0.072374366	0.094711388
PPP1CC	0.0715439	0.094732773
ADAM28	0.208589989	0.094755793
DAB1	0.366911324	0.094776291
TBL3	0.087074941	0.095145663
SDHC	0.097374386	0.095300291
PDE6C	0.030888004	0.095370595
C19orf52	0.103911465	0.095410334
MAPK8IP3	0.142508049	0.095425075
UQCR10	0.105756964	0.095673416
ANAPC10	0.07739839	0.095781565
NLRP10	0.2769468	0.095786722
GALNT16	0.200103774	0.095982064
RBBP5	0.061615128	0.095996588
MRPS6	0.103993978	0.096086592
VSIG1	0.328665495	0.096145183
MRPL2	0.080371097	0.096179181
KXD1	0.112136287	0.096189572
VTN	0.119605755	0.096222601
MRPL30	0.128385541	0.096516249
ZSCAN9	-0.035026795	0.096525097
SULT1C4	0.262239368	0.096683319
SEC61B	0.076890146	0.096703224
EXOSC5	0.108677764	0.096838113
KCNB1	0.113480092	0.096876549
WDR82	0.114118461	0.097141964
TPRKB	0.110914867	0.097251912
INTS2	0.081261484	0.09747022
ITIH1	0.180190586	0.097519283
MOSPD3	0.164030836	0.097562119
FAU	0.126392756	0.097668544
CERS1	0.119701245	0.097839485
IPP	0.143377162	0.097916265
NDUFB4	0.092310258	0.097967979
SGSM1	0.171309223	0.098352217
NOC4L	0.076327493	0.098505183
GIMAP4	0.517034119	0.098678718
DCAF12L1	0.333120873	0.098777381
6-Mar	0.123920052	0.098955355
MYBPH	0.279891341	0.098958641
HECW1	0.094899262	0.098975605
CYTH2	0.116351995	0.09918734
ATP5O	0.058457524	0.099339188
NDUFV1	0.131669694	0.099472431
RPS7	0.07429449	0.099623769
POLR2C	0.110479007	0.099897776
NKX2-3	0.228974654	0.100008473
PLCH1	0.112690794	0.100069679
ZNF699	0.149471419	0.100103199
ENOX1	0.096514195	0.100116672
RPS6KA2	0.078276242	0.100142173
LRP1B	0.140648044	0.100240304
STK36	0.084200534	0.100331384
CKMT2	0.228753189	0.100610143
MRPS27	0.050997294	0.100682197
RPS3A	0.11160382	0.100901919
MED11	0.076730341	0.100946331
MED7	0.075528163	0.101286594
FER1L4	0.107943929	0.101587243
DHFRL1	0.078256656	0.101647669
GLTPD2	0.353689118	0.101930502
S100A5	0.244399864	0.102024884
GTF3C3	0.154803414	0.102033196
REEP2	0.323620921	0.102160942
HECTD1	0.154362723	0.102173489
ANKRD35	0.065851869	0.102327883
CCNK	0.14629207	0.102442796
PGR	0.700665776	0.102484781
ALX1	0.023883682	0.102618194
RFC3	0.115561312	0.102703643
PSMA2	0.114516058	0.103206106
ACSL6	0.056275464	0.10333203
RPP25L	0.09889428	0.103416483
INIP	0.094365163	0.10344666
ARPC1A	0.20224024	0.103557857
BCL7C	0.070096514	0.103600392
PRKACG	0.168077598	0.103627055
KCTD16	0.129610698	0.103660401
DCAF13	0.13057391	0.103790975
TOMM20	0.134561099	0.103871344
KATNAL2	0.060620863	0.104157858
PSMD8	0.079106906	0.104178955
PIDD	0.234665176	0.104273504
PSMB4	0.088324714	0.104450847
ZKSCAN5	0.083691614	0.104481793
NOXO1	0.044434109	0.104714339
NKTR	0.095647897	0.104747883
UTP15	0.105579533	0.104836242
SLC7A6	0.130740864	0.104841412
LIN37	0.112295185	0.104936751
LTF	0.11885906	0.104947612
MRPL35	0.118096682	0.105012597
AKIP1	0.224391981	0.105052072
ASCC1	0.250115656	0.105124114
STMN4	0.099311627	0.105149942
EFHC1	0.055784262	0.105276705
PCGF6	0.20204058	0.105440246
TNIP3	0.206692186	0.105540017
FGG	0.599621585	0.105791325
YEATS4	0.171291928	0.105950599
TRAF7	0.104635225	0.106029069
OTX2	0.059327932	0.106566266
UBE2NL	0.101425503	0.106636807
NUP85	0.095092623	0.106970017
PSAPL1	0.210253121	0.107002855
PREX2	0.143305533	0.107030357
CEP104	0.019885645	0.107042254
ACAD11	0.109298232	0.107113388
NDN	0.105453202	0.107129498
GPR158	0.234745164	0.1071486
SAP18	0.094063463	0.107165769
ZNF484	0.137562393	0.107418727
DEDD	0.086823101	0.107477731
EXOSC7	0.118608966	0.107897081
CLEC3B	0.067946952	0.107919387
DACH2	0.153044585	0.108032151
LAMTOR2	0.133797823	0.108229132
RPL31	0.15357838	0.108246051
CDC23	0.104340887	0.108370835
INTS10	0.136607941	0.108551548
INTS4	0.098026795	0.108961148
PEX2	0.102131811	0.109210991
JAK3	0.232146851	0.109255371
CPNE6	0.163226585	0.109491739
SNRPC	0.104363314	0.109522931
NUP160	0.071587098	0.109600575
STYK1	0.1708178	0.109735023
TOMM22	0.090322098	0.109817478
CALML3	0.105008241	0.109826889
NUP62	0.085825331	0.110271022
PSMA7	0.08851337	0.110356091
UNC45B	0.456403986	0.110409054
PLCL1	0.064057556	0.110502934
FAM133A	0.123740362	0.110709464
MNAT1	0.146973808	0.111146152
RPS19BP1	0.120834406	0.111224171
PSMB3	0.073010702	0.111411934
TRAPPC9	0.115309306	0.1116099
KLB	0.59369777	0.11198946
TRAPPC2	0.093272899	0.112018626
MRPL10	0.084383456	0.112140425
MEF2BNB	0.095977618	0.112185437
PEX10	0.084399017	0.112257854
SCNN1B	0.307943653	0.112328597
GID8	0.10458271	0.1125794
GIMAP1	0.457165443	0.112579868
MRPL17	0.103142717	0.112725803
DHX9	0.079769505	0.112883016
RPS15	0.147456003	0.112988765
GABARAPL1	0.053782799	0.113024981
MYOM2	0.291832795	0.113351786
SPRYD3	0.086199808	0.113678044
POMP	0.119225116	0.113707621
SCFD2	0.141166523	0.113808435
CCDC102B	0.140623065	0.114028314
ZNF92	0.187834396	0.114361001
RNF40	0.103921972	0.114445042
CENPP	0.128901948	0.114557794
TUBGCP4	0.15107214	0.114667301
RANBP17	0.118127074	0.114980148
CSGALNACT1	0.160495736	0.114981455
ATP12A	0.130045046	0.115266806
EFTUD2	0.107987833	0.115356361
RRAGB	0.124318584	0.115623788
MRPL47	0.112851815	0.116201411
BSN	0.296736033	0.116270633
PLK4	0.097137314	0.116461325
ALDH1A2	0.170098823	0.116490574
PI4KAP2	0.190059966	0.116495628
MAU2	0.105326866	0.116544507
ADAMTS9	0.183186449	0.116666667
RAB3GAP1	0.122355211	0.11675906
SNRNP27	0.096959247	0.116811934
SMYD1	0.343923701	0.117031841
NOS3	0.196115157	0.117151637
ISY1	0.094548299	0.117559222
RPL38	0.123270805	0.117647584
AQR	0.123664915	0.117664504
FRY	0.143733791	0.117721663
GTF3C6	0.181930125	0.117847868
TBC1D9	0.027970993	0.11790008
PARD6G	0.107170628	0.118031609
CHD5	0.10495855	0.118251292
AFP	0.308307469	0.118374561
CENPN	0.146280127	0.1184925
VAX1	0.485603541	0.118661113
SLX1A	0.163342081	0.118679051
MSL3	0.110704815	0.118944873
ATRNL1	0.57086187	0.119047619
RAB44	0.499240824	0.119107847
TUBGCP5	0.089696061	0.119139249
OTUD7A	0.083604876	0.119232629
MRPL21	0.133547062	0.119237105
CPSF3L	0.113913389	0.119313544
BCAS2	0.125845443	0.119418758
IGLL5	0.401159866	0.119475402
HAUS2	0.148986682	0.119981643
MRPL32	0.1007712	0.120011343
CCDC19	0.108417409	0.120147403
DDX49	0.122246028	0.120162289
SNRPF	0.116733601	0.120202474
F9	0.087863453	0.120239206
FAM96B	0.103571369	0.120244303
BMP5	0.179591993	0.120254306
FAM186A	0.210898832	0.120303177
LRP2	0.278414075	0.120382313
DCTN5	0.171734317	0.120430656
ITIH4	0.088705383	0.120440098
APOA4	0.245483893	0.120544766
DDX54	0.105521821	0.120732157
GOLGA8A	0.021201258	0.120743034
CAND2	0.081789365	0.120770575
TMEM131	0.095824287	0.121008279
ZNF142	0.153746095	0.121079167
PRKCG	0.114765297	0.121169095
MRPL15	0.123220505	0.121244216
MOB4	0.086886564	0.121283572
MRPL34	0.116334774	0.121584367
BPI	0.604484354	0.121597449
TRIM39	0.104005184	0.121792605
CHCHD1	0.137776943	0.12189951
MAST2	0.115000391	0.122164309
IGLC2	0.432016765	0.122242645
RPS25	0.118527632	0.122294654
MRPS10	0.111836076	0.123120199
SEH1L	0.089843359	0.123251562
EBF4	0.068932598	0.123398074
ATP2A1	0.243900714	0.123417907
URB1	0.133215631	0.123628733
MAGEA8	0.125001178	0.12384463
CDKN2AIPNL	0.11164191	0.124012483
PRPF38A	0.109093747	0.124117762
MRPL55	0.09964897	0.124343124
FBLL1	0.143115407	0.124432304
PANX2	0.143401323	0.124498157
PSMC3	0.139453047	0.124549217
PPIP5K1	0.164136782	0.124797844
PYCR2	0.100425647	0.124844373
MIA2	0.162058019	0.12485785
SNX4	0.080092216	0.124959287
FAM103A1	0.132944388	0.125155509
EXOSC4	0.093919695	0.125308258
MRPL27	0.13467431	0.125388157
DCLK3	0.12551596	0.125585171
ATP1A2	0.029079411	0.125610419
MRPL44	0.102830406	0.125777782
XAB2	0.102248517	0.125805512
PPP3R1	0.172183716	0.126097406
MPHOSPH6	0.103830413	0.126107718
TRMT112	0.169725605	0.126252711
RPS27A	0.126518027	0.126602152
TRPM2	0.156569687	0.126762198
RAB15	0.139793568	0.126772055
RRP36	0.130468159	0.126937258
EXOSC2	0.109671077	0.127076846
ASXL3	0.147359017	0.127284063
ZBTB25	0.094876712	0.127355437
FSTL5	0.506384287	0.127521368
SAMM50	0.179184928	0.12757551
RPL23A	0.107292667	0.12764883
ATP10D	0.131127453	0.127833669
PPP2CA	0.118184198	0.127906857
NDUFS6	0.15504851	0.127966311
TUBGCP2	0.136074051	0.128234678
DRG1	0.147288231	0.128250657
POLR3GL	0.197595595	0.128301188
SNF8	0.131621687	0.128306352
EIF4A2	0.132794308	0.128324682
FAM179B	0.168409452	0.128469976
RPS29	0.102656009	0.128577069
HMGXB4	0.161348063	0.128758029
PSMA3	0.149234299	0.129127432
FAHD1	0.085911486	0.129143196
NPR1	0.179314379	0.129654366
FGD1	0.116300276	0.129864689
PAX7	0.521647364	0.129870015
UBQLN3	0.122199196	0.130097804
CRB2	0.497014429	0.130161454
MRPL28	0.127623663	0.130241554
SEZ6L	0.31109197	0.130482133
RNF20	0.133553925	0.130496291
PRAP1	0.420599454	0.130558242
PDZD11	0.230199041	0.130800261
UBE2D4	0.08608718	0.131515896
C15orf41	0.138556008	0.131576338
TMC1	0.174963089	0.131665313
SLC12A3	0.48241074	0.131742623
MED21	0.092138972	0.131878412
FAM206A	0.109367867	0.13194616
MRPS28	0.194999826	0.131995808
NELFE	0.147043677	0.132383788
DOCK3	0.104339969	0.132424537
YME1L1	0.145673497	0.132531366
PSMD11	0.128547505	0.132627715
C16orf70	0.160573923	0.13269181
CORO6	0.128232266	0.132704259
LSM3	0.150789332	0.132897492
CA3	0.358036361	0.133109075
CBX3	0.114606775	0.133151994
HERC2	0.153298266	0.133187243
ZNF277	0.132134855	0.133217707
ELAVL4	0.301551721	0.13329148
PCDHB4	0.469857204	0.133333333
GAPDHS	0.160430843	0.133364431
FAM151A	0.250793281	0.133487212
DNAJC14	0.107057286	0.133860586
RHOXF2	0.659296431	0.133892385
NBPF1	0.224859073	0.133976575
HRC	0.397284508	0.134289437
RPL7	0.159348738	0.134291495
OSER1	-0.017339405	0.134362934
UQCRQ	0.134228843	0.134405234
TAF1A	0.17915226	0.134423935
CNOT10	0.127018395	0.134471268
N4BP2L1	0.231452089	0.134501124
PFDN1	0.153125771	0.134517093
POSTN	0.343037792	0.134588434
NAE1	0.150627818	0.134599577
POLR2M	0.106294983	0.134640332
USB1	0.090355478	0.134803922
STAC3	0.767808584	0.135135135
LAMA2	0.08661011	0.135164731
MRPS21	0.152863594	0.135193248
MUC21	0.583375994	0.135319939
DNAH2	0.122145906	0.135406258
RPA3	0.115032536	0.135432877
TUBG1	0.144690205	0.135434757
MAGOHB	0.112772208	0.135850937
UTP6	0.132389071	0.135881721
SLC25A52	0.12242169	0.135994258
AP4B1	0.14495795	0.136178414
C12orf4	0.091917329	0.136237071
APBA3	0.117870784	0.136303226
MALSU1	0.164691306	0.136511749
NELFCD	0.109384007	0.137072687
CRCP	0.152816556	0.137153649
RPS17L	0.153197021	0.137156346
KCMF1	0.160015217	0.137261155
ANAPC1	0.137938939	0.137418133
CDK10	0.133600215	0.137488562
TADA1	0.083246732	0.137505074
TRAPPC12	0.100558957	0.137516832
COG1	0.114922395	0.137690495
NDUFA5	0.098105919	0.137865568
TESK2	0.190219986	0.13787355
GNB2L1	0.138173463	0.138435671
CENPL	0.094589649	0.138592305
POP4	0.133702765	0.138716809
MZT2A	0.172817845	0.138948718
IDH3B	0.140821323	0.139133377
SMPD4	0.106967632	0.139551437
ZMAT2	0.107588672	0.139643086
TMEM160	0.141136451	0.139687104
SNRPB	0.170691951	0.139713115
THOC5	0.140867399	0.139727685
DAP3	0.131444293	0.139851059
CCNH	0.168152298	0.139970907
PIK3R4	0.102221561	0.139986182
BUB3	0.164794602	0.1402005
PIGH	0.226745375	0.140241677
MRPL41	0.181712664	0.140301078
UQCRC1	0.152521186	0.140347608
BRMS1	0.181693713	0.140625015
ESRRB	0.155031261	0.140760875
RRP7A	0.137217898	0.1410056
ZNF66	0.134647306	0.141064419
KAT5	0.172820526	0.14122843
MRPL3	0.136845582	0.141271617
RPP38	0.139593683	0.141602023
ZNF33A	0.204292245	0.141616599
RPL17	0.142074424	0.141696492
KANK4	0.15459408	0.141787712
FIGN	0.056511252	0.142016807
COLEC11	0.313468596	0.14209191
RBM45	0.146958509	0.142130767
PKD1	0.169556092	0.142191662
EIF2S3	0.138060246	0.142386913
BRCC3	0.23367853	0.142565981
DNTT	0.623694892	0.142644821
MED23	0.194853272	0.142733534
NOC2L	0.148715026	0.142793694
PCDH17	0.610564392	0.142857143
TFPT	0.154239982	0.142910205
SRGAP3	0.148056109	0.143002175
NAALAD2	0.279340139	0.143257919
FCF1	0.130279914	0.14347965
NOL11	0.107283732	0.14349422
TNXB	0.518275535	0.143660943
ATP6V1D	0.125853714	0.14392544
MCTP1	-0.057802261	0.144078144
ERCC3	0.14498862	0.144080303
EMC2	0.20778686	0.144230936
EXOSC10	0.129223238	0.144272061
ACAP3	0.133136262	0.144414931
SMC1B	0.180679914	0.144429386
C4orf48	0.157790771	0.144519151
WDR24	0.122620114	0.144531915
SMU1	0.11670065	0.144539958
NDUFS3	0.14194988	0.144555468
TMEM258	0.1277829	0.144702884
EIF2B2	0.152627447	0.144731751
SGSM3	0.224013906	0.14473709
POLR2L	0.173275324	0.144798928
PSMB1	0.139939831	0.144911253
MRPL52	0.141142028	0.145280683
SRP68	0.21574547	0.145288902
MRPS17	0.131874112	0.145302578
CEP72	0.075581196	0.145615859
KNG1	0.270890761	0.145639981
HEATR1	0.13548654	0.145823277
RPL22	0.121538342	0.145934666
RPUSD4	0.096606979	0.146021936
MBD3	0.159545999	0.14604253
MED18	0.150039802	0.146391701
GEMIN4	0.124937571	0.146393472
PLCE1	0.357801024	0.146589106
SERF1A	0.145258091	0.146808248
ACTBL2	0.142664214	0.147496722
COMMD2	0.151633491	0.147576356
ASPA	0.237710644	0.147780633
CDK9	0.132299169	0.147801484
DHDDS	0.097246484	0.147994182
MATK	0.379067231	0.148095526
CTDNEP1	0.146275652	0.148319972
CASKIN1	0.130004947	0.148357792
ICT1	0.125754048	0.148724083
ABHD15	0.171068563	0.148826291
ST8SIA3	0.832114735	0.149121768
RPS6	0.119671683	0.149327321
ARHGAP28	0.133345711	0.149378454
VIPR1	0.480363134	0.149401709
PCLO	0.272118215	0.149732877
PSMB6	0.169552177	0.14975149
RNF10	0.218771598	0.149757163
SMARCB1	0.433104765	0.150052287
NAA35	0.156960565	0.150357163
SF3B1	0.141765403	0.150462122
COX7A2	0.133530646	0.15056485
NAA38	0.165596366	0.150698764
AMPD1	0.399580032	0.150728522
LEO1	0.153229361	0.150758453
CCNC	0.137557067	0.150817601
CIRH1A	0.161286741	0.150991806
HBP1	0.190101115	0.151049427
TRPC6	0.426938721	0.151130615
BLOC1S5	0.148333986	0.151154791
ZNF418	0.167216229	0.151514135
MRPS16	0.16090676	0.151530889
RSL24D1	0.151187753	0.151740272
HAUS7	0.126878305	0.15209966
DENND2A	0.273927179	0.152226699
UBE2G2	0.184492455	0.152478633
TICAM2	0.141213853	0.152542883
IL2RA	0.669943739	0.152564288
STXBP5L	0.229825972	0.152629271
PSMD12	0.16417136	0.15273008
ABCA7	0.150403743	0.152822945
ZNF724P	0.235408993	0.152841782
RPL14	0.140116717	0.152975417
SLIRP	0.128156955	0.153325563
ASTE1	0.114308317	0.153558052
MRPS18B	0.171640327	0.1535709
TULP4	0.139424594	0.153667954
RAB9B	0.180400181	0.153778437
EIF1AD	0.16283289	0.153830337
MRPL50	0.169987844	0.154117268
PLA2G4F	0.2969878	0.154462767
HIST1H1D	0.099339591	0.15473029
RNF181	0.178037859	0.154797698
SAP30BP	0.159222873	0.15479923
RC3H1	0.149422484	0.154824375
BIN3	0.1145401	0.155156896
TAF5L	0.163163276	0.155267815
MRPS18A	0.125862556	0.155272514
SLC25A37	0.054589236	0.155385791
RPS21	0.142512261	0.155499992
TRAPPC1	0.139500234	0.155750976
FBXO28	0.206079239	0.155921256
TIMM10	0.197247694	0.155923222
TADA3	0.188142298	0.156138479
SKIL	0.181747907	0.156163513
CYP4V2	-0.094950418	0.15639413
CTSG	0.521608458	0.15655732
PCDH19	0.375580223	0.15657256
MPHOSPH10	0.13557976	0.156622103
RABL3	0.194410198	0.156917965
TDRD1	0.274658164	0.156920189
FNDC1	0.160311259	0.156921733
BEND5	0.182676831	0.157157652
NDST2	0.150400013	0.157162754
AMD1	0.124622552	0.157285203
TMEM39B	0.133924742	0.157408279
STRADA	0.123577012	0.157458862
CSNK1E	0.159212075	0.157581362
PCDHGB7	0.305803946	0.157677903
NDUFB1	0.162546626	0.157792539
PET112	0.174127014	0.158004357
NSMCE1	0.153087423	0.158148207
NDUFV2	0.147980026	0.158149585
CHST12	0.258065308	0.1582489
CCT3	0.117417093	0.158658354
DHX33	0.164414294	0.158804396
EIF3I	0.187479753	0.158879251
SMARCA5	0.145221278	0.158937061
ITGB1BP1	0.193589395	0.158949974
TNFRSF13B	0.100945392	0.159045259
ZNF564	0.154702018	0.159067613
SKP1	0.153514601	0.159327156
MEN1	0.140207942	0.159590608
TTBK1	0.125304547	0.15960019
PNMA5	0.560373869	0.159807274
LYRM4	0.13168315	0.15984086
ATP5C1	0.146919073	0.15984932
TPR	0.176154412	0.159879399
NDUFA3	0.167694718	0.160072758
KLHL21	0.199797643	0.160223497
COL5A3	0.224094144	0.160433744
RPSA	0.097658401	0.160465717
C1orf122	0.178642594	0.160603316
NOL9	0.154651052	0.160623166
ELK4	0.113844853	0.160634863
RPP30	0.137981934	0.160832548
C12orf66	0.140178697	0.16087251
ZFAT	0.168041507	0.161022416
SMARCE1	0.253456077	0.161235805
TEN1	0.254056842	0.161318728
FANCL	0.131005047	0.16143516
XRCC6	0.124060909	0.161637178
CDC26	0.17293707	0.161747862
VPS52	0.165810781	0.161879931
TOP3B	0.193489406	0.162129968
NRBP1	0.172566789	0.162269086
MRPL19	0.129059228	0.16231726
ZNF335	0.133164582	0.16246962
LAMB4	0.388486596	0.162578115
WNT16	0.213966302	0.162676963
GNL3L	0.154998908	0.162787255
POLR2G	0.157351097	0.162887598
PHF5A	0.181189439	0.162920733
NOL4	0.211462753	0.163427473
APPBP2	0.116716967	0.163470218
POLG	0.190074688	0.163488064
NUCB1	0.203802103	0.163593295
ZNF410	0.132924558	0.163942018
ANAPC7	0.156478688	0.164026405
WSB2	0.230161633	0.164086687
TUBA3C	0.265629953	0.164138086
NLRP1	0.3003402	0.164145658
RPLP2	0.180187561	0.164320611
NDUFA6	0.183227061	0.164338706
OGT	0.162367516	0.164451035
BRD9	0.179427057	0.164547854
RAB11FIP3	0.338069094	0.164713771
MPLKIP	0.128440085	0.16479371
PEX26	0.168868616	0.164838196
KLHL11	0.161826215	0.164954604
SOX1	0.34815021	0.165135351
DAPK2	0.085162036	0.165177276
CSTF3	0.147750537	0.165195036
EML6	0.115457245	0.165287709
ANAPC4	0.170945033	0.165335094
ZNRD1	0.157274762	0.165371049
SMC1A	0.135423649	0.165409588
ALDH8A1	0.408431562	0.165465981
MRPL42	0.171421282	0.165592181
USP12	0.184559277	0.165735087
NLRC5	0.122265295	0.165775401
FABP2	0.549372542	0.165857128
SPOP	0.162554001	0.165886788
CTNND2	0.261824235	0.165920984
MYH6	0.273088722	0.166080422
C19orf68	0.163635644	0.166165336
IMP4	0.127262308	0.166173329
LIN7C	0.154582542	0.166303048
BSG	0.193444714	0.166398222
RPLP1	0.173110407	0.16643797
MGRN1	0.366690462	0.16686712
C18orf21	0.139771435	0.16720549
RPS13	0.132076633	0.16739837
POLR2B	0.207581581	0.167506948
DEAF1	0.137325671	0.167690352
RPL23	0.170328113	0.167701751
OTC	0.351206537	0.168070267
DSN1	0.178013707	0.168238955
APOM	0.18303623	0.168276432
FGL2	0.455460854	0.16857549
NDUFAF3	0.190843588	0.16858628
FBXW2	0.133879232	0.168713532
HABP2	0.186459409	0.168746728
VPS13B	0.124052012	0.168866865
PPP2R3C	0.114094767	0.169183359
NTRK3	0.652144823	0.169212005
MRPL38	0.188886608	0.169226413
SPG11	0.25166945	0.16929101
MT1G	0.223722084	0.169423003
TCEB1	0.168630678	0.169515694
CCNL2	0.18534943	0.169610201
BCL2L2	0.077072849	0.169735182
KCNH7	0.161607849	0.169776405
IQSEC2	0.099425688	0.169777391
RGPD2	0.249169098	0.169902546
RANBP2	0.222901099	0.169926704
RPS28	0.208612373	0.170025873
NFE2L3	0.115597034	0.170158377
ZNF337	0.066663224	0.170268725
MRPS26	0.186778612	0.17031962
SUPT7L	0.174841613	0.170346135
HAL	0.224790575	0.170478171
MINOS1	0.114401228	0.170606305
TELO2	0.166356468	0.170658956
MAN2A2	0.125026611	0.170674935
PIF1	0.126894615	0.170678469
SMEK2	0.168407255	0.170776924
SARS2	0.181416958	0.17078625
CDSN	0.13881908	0.170913671
ATP6V1B1	0.233915989	0.170999598
SLC30A6	0.221804088	0.17103469
PSMG2	0.171862556	0.171107095
BRWD1	0.170074891	0.171107809
CCT7	0.141771211	0.1711125
ERCC2	0.201977486	0.171124015
AHCTF1	0.184971617	0.171255378
STRIP1	0.191013197	0.171311073
CNOT11	0.168391827	0.171315303
YPEL3	0.165020762	0.171568627
NUP35	0.130446562	0.17156863
CSTF1	0.176254128	0.171653464
MED27	0.171748029	0.171663066
RGP1	0.138052484	0.171749113
RMND5B	0.158592107	0.171943372
TEX11	0.336196314	0.171978389
ATP9B	0.184420141	0.172019088
ORMDL3	0.210832382	0.172027144
FLII	0.198812487	0.172265161
ASPM	0.147667029	0.172421234
ARX	0.259352811	0.172431459
EXOC2	0.172623563	0.17277957
TRIM27	0.153749484	0.172864404
ERH	0.182051528	0.173017152
PI4KA	0.237081482	0.17326155
TICRR	0.149256534	0.173311093
CRIPT	0.123875222	0.173322003
STX1B	0.299805718	0.173382173
CYP3A4	0.222737063	0.1735135
PMF1	0.18724987	0.173557008
WDR18	0.166649272	0.173580206
SEMA5B	0.438841786	0.174000588
UBE2A	0.168434299	0.174006778
TMEM259	0.186497144	0.174015296
PDE7A	0.129250936	0.174406605
ABT1	0.166282129	0.174485885
PRKCB	0.41691845	0.174647808
LSM4	0.125357223	0.174732162
SLC9A3	0.544381673	0.174751131
RGN	0.194970499	0.174786323
DNAH1	0.071656516	0.175115207
PHF14	0.219909339	0.175130012
TCP11L2	0.255506609	0.175246587
NOX5	0.421426158	0.175320741
CDC6	0.205121985	0.175402377
RPS14	0.163144903	0.175440913
CHMP5	0.110479904	0.175571337
RRP15	0.144014587	0.175617866
TIMM22	0.185333079	0.176080106
TP53RK	0.201262011	0.176100959
ADRM1	0.161663957	0.1761593
SZT2	0.213234837	0.176350669
BLOC1S4	0.182344827	0.176444592
SETD1B	0.106494529	0.176490268
MID2	0.156963708	0.176763857
DYNLRB1	0.187611733	0.176768178
DBX1	0.548695103	0.176851881
SKIV2L2	0.164390892	0.176883561
PSMA6	0.202412361	0.176898131
SLC25A6	0.138539995	0.176905886
GABPB1	0.191999378	0.177012105
RPL12	0.220086528	0.17701469
PFDN5	0.18369969	0.177300681
CCDC144A	0.195302061	0.177320475
PSMD7	0.179373876	0.177332406
TMEM106C	0.320368127	0.177348777
MSTN	0.302618083	0.177377502
DRG2	0.185293653	0.17737917
CDKL5	0.233388353	0.177435744
PDE4A	0.17481211	0.177576427
COG2	0.234121756	0.177725321
CCRL2	0.24593316	0.178081384
MYH8	0.374213094	0.178092927
NDUFS7	0.166770717	0.178127166
SPINK4	0.400243041	0.178425637
ATP5I	0.158850251	0.178444883
CTSW	0.709529099	0.178534572
NDUFB6	0.174774017	0.178695155
B4GALNT2	0.467127761	0.17874111
NRK	0.483274836	0.178802965
